0	0	475.1407848	49.03948906	104.2142925	448.1810044	25.64190981	37.79021835	719.7267543	143.5630656
1	13.66554477	0	27.67126457	110.6949494	1054.89848	34.39789773	109.3092923	1751.382044	194.4019094
-1	22.88239206	409.7597304	47.45363924	94.70478663	871.0955853	26.05715277	61.18808886	993.0032334	175.7344189
-1	726.4339333	1579.519668	1652.213149	59.69664721	76.32107532	35.1817627	334.6658177	1317.792779	123.8564062
2	60.36397737	460.0296846	0	59.83867736	490.7973162	12.18369836	44.95410686	846.1643015	122.242472
2	1826.582621	537.3420307	0	166.095124	127.1629763	20.75937513	487.6626126	2436.159806	196.8690672
3	23.19303225	250.4698149	33.27941225	0	656.8776823	20.92940886	33.53353116	812.8602604	156.2725541
4	26.49233128	324.4300147	75.22486036	153.3599301	0	72.20442167	57.04270235	816.7935719	138.12159
4	1276.774404	429.4900793	44.38431847	99.56602131	0	1.349350094	10.20726533	862.612056	121.2667923
5	17.48071377	154.794001	24.19649546	159.0136348	602.3565465	0	57.7758077	1399.376399	197.8157432
5	1238.644587	815.4602029	1641.201089	76.65522007	74.5254612	0	262.5055124	1183.961758	125.6858866
6	11.49766671	188.9659535	22.7518734	88.68245658	1323.384988	60.89564371	0	1725.703424	144.0935797
6	1061.327456	1434.590708	61.18910174	125.7118989	88.96157697	14.27027434	0	1258.590206	149.6022947
8	286.2825813	324.3037409	578.9676286	52.66025118	867.1660286	31.81909479	106.0885447	1424.699341	0
7	1395.398317	420.8397665	583.8687816	109.9855172	86.39324388	10.60254183	426.1632544	0	96.53972106
0,7	0	185.5569919	54.84110807	72.2758349	800.6526811	33.97580443	134.0211776	0	148.4849481
0,8	0	131.4333197	41.51797444	35.62232623	751.5849941	42.18836773	56.35017267	913.383632	0
